,artist,track,energy,valence
3847,Gran Coquivacoa,Tamborera No. 6,870.0,940.0
3848,Alice Stuart,Bad Girl,170.0,220.0
3849,Jason & The Scorchers,Help There's A Fire,830.0,370.0
3850,Armin van Buuren ASOT Radio Top 20,Rock Guitar - Arctic Moon Remix,970.0,190.0
3851,Mithotyn,On Misty Pathways,970.0,280.0
3852,Twenty 4 Seven,Take Your Chance,790.0,840.0
3853,Joi,Oh My People,790.0,570.0
3854,DCX,Hold Me [Vocal Radio Edit],900.0,630.0
3855,Creedence Clearwater Revisited,Proud Mary - Live,880.0,690.0
3856,Marc Perrone,Serenade Valse,180.0,550.0
3857,Memphis Minnie,Nothing In Rambling,130.0,850.0
3858,Kékélé,Affaire Mokuwa,750.0,960.0
3859,Karen Peck & New River,My God Will Always Be Enough,130.0,230.0
3860,Claire Hamill,Japanese Lullaby,160.0,90.0
3861,Mind Furniture,Hoop Of Flame (IV. Glimpse Of A Chance),430.0,260.0
3862,Chico Hamilton,Denise,420.0,760.0
3863,A Tribe Called Quest,Like It Like That,410.0,720.0
3864,John Brown,The Scenic Route,810.0,610.0
3865,Percy Mayfield,Please Send Me Someone To Love,140.0,290.0
3866,Jack Sheldon,Dear Ann,380.0,410.0
3867,VHS or Beta,New Day Rising,600.0,400.0
3868,The Mystic Moods Orchestra,Visions,120.0,130.0
3869,Alice Cooper,Be My Lover,430.0,550.0
3870,Paul Overman,Morning Rain Music by Jorge Alfano,20.0,310.0
3871,Mongo Santamaria,Watermelon Man,890.0,900.0
3872,Ms. Dynamite,Seed Will Grow (Feat. Kymani Marley),470.0,790.0
3873,Arrested Development,Raining Revolution - Live,300.0,290.0
3874,Line Renaud,Sept coeurs - Remasterisé en 2013,730.0,900.0
3875,Scott Wesley Brown,Pray For Me - One Step Closer Album Version,260.0,240.0
3876,Jimmy Witherspoon,Man Don't Cry,330.0,690.0
3877,Amorphis,Into Hiding,760.0,240.0
3878,Mr.De',Throw,600.0,640.0
3879,The Cure,Primary - Remastered Version,890.0,900.0
3880,Various Artists,When You Wish Upon a Star,290.0,80.0
3881,Tammy Wynette,I Stayed Long Enough,360.0,650.0
3882,The Elders,Send a Prayer,790.0,630.0
3883,Rachel Portman,The Letters,40.0,50.0
3884,Charlie Haden,American Dreams - Instrumental,40.0,40.0
3885,Walter Wanderley Trio,O Menino Desce O Morro,500.0,960.0
3886,Marga Gomez,Filumena Fabulosa,680.0,560.0
3887,John Berry,Those Were the Days,410.0,250.0
3888,Various Artists,Devil in the Wood Pile - Remastered 2002,200.0,810.0
3889,Vangelis,Mythodea - Music for the NASA Mission: 2001 Mars Odyssey: Movement 7 - Voice,340.0,40.0
3890,Gustavo Cerati,Tu Cicatriz En Mi,690.0,500.0
3891,LL Cool J,Headsprung,800.0,460.0
3892,Roger Reynolds,Binaural Presentation - Kokoro. Pt. 5,0.0,40.0
3893,BT,Korean Waterhole,40.0,70.0
3894,George Jones,Together Alone,310.0,580.0
3895,Various Artists,Nadie Como Tu,560.0,840.0
3896,Kris Kristofferson,Snakebit,570.0,680.0
3897,L7,Baggage,780.0,500.0
3898,Various Artists,Once Upon a Time,380.0,500.0
3899,Rickie Lee Jones,Second Time Around,30.0,100.0
3900,Joe Bonamassa,Jam Intro - Live,850.0,480.0
3901,Mike Vax,Nada Mas,260.0,350.0
3902,Claire Hamill,Awaken - Lark Rise,260.0,40.0
3903,Alexandre Desplat,White Sand,30.0,70.0
3904,The Dells,I Just Don't Know What To Do With Myself,880.0,470.0
3905,Various Artists,The Future Has Arrived,800.0,690.0
3906,The Who,Sodding About,760.0,720.0
3907,Jim Reeves,May the Good Lord Bless and Keep You,90.0,360.0
3908,Camp Lo,Sparkle,590.0,560.0
3909,ātman,Lingan,460.0,640.0
3910,Novika,Common Tear,520.0,450.0
3911,Atomic Rooster,Close Your Eyes,340.0,440.0
3912,Sade,Paradise,790.0,970.0
3913,Kako,Mi Bomba,380.0,910.0
3914,Fever Ray,When I Grow Up,630.0,550.0
3915,Jimi Hendrix,Once I Had a Woman,410.0,530.0
3916,Chris Clark,If You Should Walk Away,300.0,570.0
3917,Various Artists,I Hate to Be the One to Say,410.0,930.0
3918,Parachute Band,Take Over,610.0,150.0
3919,Jenney,Ich vermiss dich - Radio Mix,770.0,840.0
3920,Blingtones,Torero - Sonnerie,50.0,750.0
3921,Terje Lie,Crazy Groove,570.0,600.0
3922,Soilwork,As The Sleeper Awakes,980.0,310.0
3923,V V Brown,LEAVE!,770.0,800.0
3924,X-Raided,Liftoff,830.0,380.0
3925,Various Artists,Missing You,610.0,930.0
3926,Ashton Shepherd,Sounds So Good,900.0,630.0
3927,Anthony Watson,I Love Being Single - Extended Club Mix,700.0,750.0
3928,2 minutos,Valentin Alsina,980.0,540.0
3929,Michelle Tumes,Everywhere You Are - Dream Album Version,740.0,400.0
3930,Daniel Johnston,High Horse,720.0,450.0
3931,Nelson Ned,Noche De Ronda,410.0,260.0
3932,Hatiras,Lost In Space,990.0,340.0
3933,Marygold,To Leave The Building In Order To See What's Inside,850.0,520.0
3934,Delta 9,In The Void,980.0,110.0
3935,Ray Davies & Band,Village Green Suite: Picture Book (with The DR Symphony & The DR Vocal Ensemble) - Live,790.0,660.0
3936,Terry Dexter,Beautiful One,400.0,190.0
3937,Diamond Rexx,Fire,690.0,830.0
3938,Poncho Sanchez,El Jamaiquino,470.0,810.0
3939,Bebo Norman,Britney,570.0,510.0
3940,Butthole Surfers,Tongue,750.0,200.0
3941,Calski and Dash,Quickstep (Calski Remix),630.0,180.0
3942,Alan Silvestri,"""Not Meant To Be Found""",600.0,360.0
3943,Various Artists,If Loving You Is Wrong I Don't Wanna Be Right,740.0,460.0
3944,Uriah Heep,Son of a Bitch,810.0,740.0
3945,Montrose,Shoot Us Down - Demo,700.0,530.0
3946,Petrol,Ogni Silenzio,680.0,560.0
3947,Mudhoney,The Money Will Roll Right In,890.0,520.0
3948,Barbara Lusch,Sentimental Journey,210.0,340.0
3949,John Wesley Ryles,Someday You Will,470.0,580.0
3950,Darden Smith,Mill Creek,340.0,440.0
3951,Lifer,Breathless,960.0,490.0
3952,Future Leaders of the World,Spotlight,920.0,180.0
3953,The Tall Grass,Be & Flower,60.0,140.0
3954,Various Artists,Sweet Child O' Mine - Alternate Mix,680.0,600.0
3955,Zeromancer,The Hate Alphabet,880.0,420.0
3956,David Arkenstone,Moonlight Reflections,320.0,340.0
3957,Bon Jovi,The Radio Saved My Life Tonight,920.0,460.0
3958,Tigerstyle,Dhol Vajda,940.0,980.0
3959,Gregory Isaacs,Saddam,450.0,820.0
3960,Krayzie Bone,Let It Burn,730.0,530.0
3961,impulsonic,Beats Are My Weapons,880.0,830.0
3962,Paul Glazby,pH4,1000.0,400.0
3963,Broadcast,Where Youth And Laughter Go,680.0,410.0
3964,Aerosmith,What It Takes,730.0,460.0
3965,The Tamperer,Feel in the House - Extended Mix,900.0,240.0
3966,Super Cat,Oh It's You,700.0,830.0
3967,Ray Kane,Nanea Kou Maka I Ka Le'ale'a,180.0,80.0
3968,Big Maybelle,Tell Me Who,560.0,860.0
3969,Belle & Sebastian,Stay Loose,570.0,630.0
3970,Bruce Katz Band,Just an Expression,330.0,400.0
3971,X-Raided,Whatever It Took,840.0,840.0
3972,Daniel Kobialka,Singing The Night,280.0,180.0
3973,War Babies,Cry Yourself To Sleep,890.0,190.0
3974,Ray Sandoval,Tempestad,260.0,420.0
3975,Various Artists,Down Home,750.0,840.0
3976,R.E.M.,There She Goes Again,580.0,970.0
3977,Washboard Sam,The Gal I Love,260.0,760.0
3978,The Twinkle Brothers,Natty Dread Up-Town,360.0,500.0
3979,Madonna,Into the Groove,860.0,800.0
3980,Naughty By Nature,Family Tree,720.0,210.0
3981,Glen Ricks,Think That Love Was In Your Heart,520.0,780.0
3982,Vox Dei,Profecias,270.0,580.0
3983,John Fogerty,Headlines,940.0,710.0
3984,J.B. Lenoir,The Mojo Boogie,680.0,960.0
3985,Various Artists,Red,720.0,700.0
3986,The Tragically Hip,Ahead By A Century,560.0,370.0
3987,Michael Jackson,Girl You're So Together,670.0,720.0
3988,Elena,Satan Kingsize,520.0,420.0
3989,Stephen Marley,Mind Control,740.0,690.0
3990,Ruby Isle,So Damn High - Will Eastman Club Edit,710.0,960.0
3991,Michael Gettel,River Run,390.0,160.0
3992,T-Bone,Ride Wit Me,600.0,720.0
3993,Agnostic Front,Standing On My Own,970.0,440.0
3994,Kirk Franklin,Let It Go (with tobymac & Sonny (of P.O.D.)),450.0,350.0
3995,Tinariwen,Assouf,700.0,520.0
3996,Ramses,Les Rats,790.0,460.0
3997,Andy Andy,Yo Fui El Segundo En Tu Vida,630.0,880.0
3998,Novembre,Reason,790.0,110.0
3999,Percy Faith & His Orchestra,Do Re Mi,280.0,340.0
4000,Jimmy Wakely,Standing Outside Of Heaven,140.0,440.0
4001,California Oranges,Travel Writer,900.0,590.0
4002,Leon Russell,Out In The Woods,520.0,940.0
4003,Otis Taylor,Hungry People,430.0,480.0
4004,Strictly The Best Vol. 40,Since I've Been Loving You,640.0,690.0
4005,Atomic Rooster,The Rock,670.0,900.0
4006,Information Society,Empty,790.0,250.0
4007,Sonny Simmons,Metamorphosis,510.0,350.0
4008,Jim Chappell,Moonlight Boy,110.0,100.0
4009,Justin Timberlake,Sexy Ladies,450.0,640.0
4010,Pearl Jam,Who You Are,880.0,620.0
4011,Äi-Tiem,Äi Jo,530.0,290.0
4012,Angela Dimitriou,Fotia Sta Savvatovrada - Live,630.0,460.0
4013,Jason & The Scorchers,19th Nervous Breakdown - Remastered,970.0,530.0
4014,Del The Funky Homosapien,Why You Wanna Get Funky...,630.0,420.0
4015,Mau Mau,Balon Combo,930.0,880.0
4016,Little Milton,Packed Up And Took My Mind,500.0,810.0
4017,Talking Heads,Two Note Swivel - Unfinished Outtake,470.0,800.0
4018,The Freedom,We Say No,530.0,420.0
4019,Various Artists,Dreaming,830.0,760.0
4020,Shai Hulud,We Who Finish Last,1000.0,340.0
4021,Despina Vandi,Gia,930.0,770.0
4022,Daughters,Jones From Indiana,990.0,40.0
4023,Lifehouse,Simon,700.0,190.0
4024,Various Artists,LFO [Original by LFO],910.0,40.0
4025,Bruce BecVar,Your Heart Can Sing,250.0,210.0
4026,Various Artists,Communication,1000.0,520.0
4027,Misty Roses,Innsmouth Jewelry,500.0,200.0
4028,Johnny Osbourne,Mr Marshall,700.0,930.0
4029,Michael Stanley Band,Where Have All the Clowns Gone (Remastered),390.0,410.0
4030,Redman,Suicide,760.0,460.0
4031,Chris Brown,Famous Girl,810.0,830.0
4032,Rocky Whatule,Retarded Army,980.0,420.0
4033,Maria Forde,To Your Door,500.0,540.0
4034,Y&T,Contagious,800.0,540.0
4035,Ronnie Drew,Seven Drunken Nights,540.0,930.0
4036,The Honeydogs,Kandiyohi,840.0,880.0
4037,Marco Rima,Der Kleine Idiot - Spoken Words,850.0,290.0
4038,Various Artists,Why,670.0,580.0
4039,Kokane,Straight Coats,520.0,900.0
4040,Bert Kaempfert & His Orchestra,Talk,440.0,920.0
4041,Arkona,Skvoz' Tuman Vekov,980.0,140.0
4042,Skyforger,In the Underworld,960.0,220.0
4043,Extreme,Stop The World,690.0,300.0
4044,Gloria Lasso,Dos Arbolitos (Ranchera),380.0,510.0
4045,Mother Superior,Get that Girl (Remix),720.0,790.0
4046,The Exciters,Reaching For The Best,720.0,850.0
4047,Johnny Pacheco,Mi Música Es para Ti,330.0,820.0
4048,Buffalo Nickel Band,Palm Springs Jump,260.0,580.0
4049,Natasha Bedingfield,These Words,640.0,930.0
4050,Dimmu Borgir,Sympozium,930.0,270.0
4051,Cartel MGM,What up Fool,870.0,100.0
4052,Atomship,Whitfield,900.0,360.0
4053,Jefferson Starship,Stairway to Cleveland,960.0,600.0
4054,Regina Belle,Quiet Time,730.0,630.0
4055,Disembowelment,Your Prophetic Throne of Ivory,810.0,40.0
4056,Spongebob Squarepants,Ripped Pants,580.0,620.0
4057,Bobby Marchan,It Hurts me to my Heart,210.0,810.0
4058,Kelly Sweet,We Are One,400.0,200.0
4059,Mindy McCready,Guys Do It All the Time,790.0,590.0
4060,Patti Smith,Wave,190.0,110.0
4061,Lyrics Born,Do That There - Album Instrumental Version,560.0,420.0
4062,Alternative TV,Dub In Bed,400.0,790.0
4063,Junior Kimbrough,All Night Long,310.0,470.0
4064,Pat Metheny,Traveling Fast,570.0,630.0
4065,Jim Chappell,First Kiss,60.0,180.0
4066,Big Jay Oakerson,It's All In How You Look At It,920.0,490.0
4067,Bobbie Gentry,Miss Clara/Azusa Sue,440.0,520.0
4068,Vusi Mahlasela,Miyela Afrika,900.0,740.0
4069,Everyday Sunday,Comfort Zone,910.0,640.0
4070,Marco Beltrami,Dead Hackers,120.0,40.0
4071,Mt. Wilson Repeater,The Conversation,370.0,100.0
4072,Berlin,Now It's My Turn (Aqualite Mix),540.0,240.0
4073,Shania Twain,Two Hearts One Love,830.0,520.0
4074,Intex Systems,Vapour Fragments,530.0,370.0
4075,Cutting Edge,Slangen i paradis,420.0,520.0
4076,Cross Country,A Fall Song,360.0,340.0
4077,Eddy Raven,Angel Fire,460.0,720.0
4078,Mocambo Allstars,Brampton Boogaloo,880.0,960.0
4079,Tunsi,Standin In,560.0,180.0
4080,Dala,Alive,530.0,330.0
4081,Commander Cody and His Lost Planet Airmen,Sister Sue,870.0,790.0
4082,M83,Let Men Burn Stars,580.0,280.0
4083,The Fabulous Thunderbirds,Mathilda,520.0,780.0
4084,Imiskoubria,Ine Mono Ekloges,780.0,720.0
4085,Suicidal Tendencies,Monopoly On Sorrow,890.0,530.0
4086,David Summers,Te Necesito,530.0,460.0
4087,Joe McBride,All In,720.0,910.0
4088,Saosin,Bury Your Head - Acoustic,640.0,100.0
4089,Oldelaf et Monsieur D.,Ouragan,0.0,970.0
4090,Cam’ron,Come Home With Me,850.0,640.0
4091,Usher,Pianolude,280.0,460.0
4092,Sasha,Who Killed Sparky?,850.0,490.0
4093,Pinch,Punisher (Loefah's SE25 Remix),280.0,360.0
4094,Pablo Montero,Amor Bonito,490.0,880.0
4095,Gipsy Casual,Let Me Go,780.0,570.0
4096,Bikini Machine,The Race,780.0,70.0
4097,Pagan Wanderer Lu,Ten Cities Is Not A European Tour,940.0,120.0
4098,Guillaume Ledent,Le Type D'en Face,490.0,660.0
4099,Sergio Dalma,Un Cachito De Ti,810.0,760.0
4100,Blue October,Blue Skies,960.0,420.0
4101,Uriah Heep,What Should Be Done - 2017 Remastered,460.0,500.0
4102,Willie Barcena,Military Man,600.0,200.0
4103,Gloria Lasso,Gitana,260.0,320.0
4104,Dexys Midnight Runners,Breaking Down the Walls of Heartache - 2010 Remaster,820.0,820.0
4105,Jimmy Wakely,In The Valley Of The Moon,60.0,270.0
4106,Johnny Nash,Loving You,590.0,620.0
4107,Kenny Wayne Shepherd,"Born in Louisiana (with Clarence ""Gatemouth"" Brown) - Live",720.0,770.0
4108,Martina McBride,Make Me Believe,740.0,380.0
4109,Gina V. D'Orio,Naval War,530.0,590.0
4110,Unkle Bob,What Do I Know,540.0,180.0
4111,Twin Atlantic,What Is Light? Where Is Laughter? - Acoustic Version,310.0,480.0
4112,Aesop Rock,No City - Instrumental,420.0,360.0
4113,Jay & The Americans,Some Enchanted Evening,480.0,460.0
4114,Peter Gallagher,Everytime It Rains,320.0,60.0
4115,Rickie Lee Jones,Away From The Sky,20.0,120.0
4116,The Exciters,Tell Him - Single Version,620.0,910.0
4117,Raze,Celebration - The Plan Album Version,950.0,580.0
4118,Brasilian Tropical Orchestra,Retrato em Branco e Preto,160.0,110.0
4119,Malkit Singh,Dhol Ton Bina,980.0,460.0
4120,Becoming The Archetype,Ex Nihilo,990.0,90.0
4121,Adam Richman,From The Pain,950.0,780.0
4122,The Bruisers,Bloodshed,920.0,610.0
4123,Bebo Norman,Sunday,550.0,320.0
4124,Bad Religion,Epiphany,930.0,410.0
4125,Fabri Fibra,Io non ti invidio,680.0,530.0
4126,Charlie Louvin,Love And Wealth,110.0,550.0
4127,Bobbie Gentry,Reunion,420.0,880.0
4128,Aeoliah,Temple Bells,60.0,40.0
4129,Pagan Wanderer Lu,The Island etc.,430.0,460.0
4130,Schizoid,Grim Prospects - Harsh Remix,1000.0,80.0
4131,Vanessa Daou,Black & White,530.0,250.0
4132,Lexie Mountain Boys,Lullaby For The Dead In Our Life,120.0,40.0
4133,Rise Against,Swing Life Away,430.0,790.0
4134,Perfection,Yesss Lord...,820.0,510.0
4135,Carl Davis,Cranford: Holbrook,120.0,100.0
4136,Various Artists,The Drifter,560.0,810.0
4137,Ray Conniff,Something To Remember You By,280.0,520.0
4138,Antônio Carlos Jobim,Wave,300.0,900.0
4139,Maxi Priest,Caution,580.0,800.0
4140,Carroll Thompson,Change,460.0,590.0
4141,Mons Leidvin Takle,Du Er Venta I Himlen,320.0,260.0
4142,Taya wooden,Mothers Rastas,140.0,300.0
4143,Various Artists,Medley (The Earl's Chair / Molloy's Favourite),700.0,980.0
4144,Ini Kamoze,Here Comes the Hotstepper - Heartical Mix,450.0,440.0
4145,Buddy Johnson,Did You See Jackie Robinson Hit That Ball?,380.0,780.0
4146,Mobb Deep,Hell on Earth (Front Lines),660.0,660.0
4147,Vangelis,Twilight,90.0,190.0
4148,Toby Love,Yo Quiero Saber (feat. Girlz Talk),710.0,750.0
4149,Leona Naess,Chase,670.0,450.0
4150,YZ,More Than War,550.0,590.0
4151,Southern XXX-Posure,Chicken Fed,760.0,640.0
4152,The Chi-Lites,The Coldest Days Of My Life,480.0,320.0
4153,Swans Of Avon,When Heaven Falls,890.0,170.0
4154,DJ Godfather,From Da Back,870.0,960.0
4155,Piero Umiliani,Centrali Termiche,900.0,690.0
4156,Various Artists,Purple Haze,300.0,550.0
4157,Adam Richmond,Pic & Run,800.0,320.0
4158,Fast Eddie,Yo Yo Get Funky - Original Radio,980.0,860.0
4159,Don Francisco,Gotta Tell Somebody,470.0,320.0
4160,5th Ward Boyz,Ghetto Curse Words (Chopped&Screwed),400.0,500.0
4161,Andreas Dorau,Warten,900.0,890.0
4162,Inhume,Inhume,980.0,40.0
4163,Arika Kane,Never Really Knew U,740.0,690.0
4164,Various Artists,I Want To Know You More - The God Chasers Album Version,300.0,210.0
4165,Papa Wemba,Excuse Me,230.0,310.0
4166,Migraine,Baby Doll,280.0,220.0
4167,Africando,Lindas Africanas,720.0,890.0
4168,EPMD,Give The People,590.0,800.0
4169,Bad Company,Call on Me - 2015 Remaster,510.0,500.0
4170,The Sonics,Tall Cool One,860.0,490.0
4171,Chorus Line,Mamma pettenami,180.0,260.0
4172,The Irish Rovers,Planxty Morgan Magan / the Morning Dew,970.0,830.0
4173,Bobby Vee,Anonymous Phone Call,280.0,620.0
4174,The Rolling Stones,Think,610.0,600.0
4175,Hem,When I Was Drinking,270.0,260.0
4176,Marshall Crenshaw,Rave On - Live 1982,360.0,860.0
4177,Various Artists,Eden,700.0,620.0
4178,KISS,Every Time I Look At You,330.0,300.0
4179,New Roanoke Jug Band,A Pretty Gal's Love,450.0,840.0
4180,Various Artists,Banana Split Republic,720.0,430.0
4181,John Mayall & The Bluesbreakers,Looking Back,440.0,900.0
4182,Gisselle,Prefiero Decir Adios,440.0,180.0
4183,Rita Chiarelli,Grits Ain't Groceries,640.0,840.0
4184,Gerald Veasley,Love Letter,550.0,370.0
4185,Brasilian Tropical Orchestra,Yesterday,440.0,70.0
4186,Pentangle,The Snows,260.0,420.0
4187,Steve Riley & The Mamou Playboys,Katherine,680.0,780.0
4188,Uphill Battle,Climate Control,920.0,230.0
4189,2 minutos,Tema De Adrian,940.0,740.0
4190,Baby Rasta & Gringo,Avisame,780.0,770.0
4191,Guns N' Roses,Catcher In The Rye,920.0,390.0
4192,Delirious?,God You Are My God,660.0,130.0
4193,Jaime Jamgochian,God Unchanging - Above The Noise Album Version,720.0,630.0
4194,Delroy Wilson,Who Cares,550.0,970.0
4195,The Lord Weird Slough Feg,The Spinward Marches,700.0,650.0
4196,Mr. Sancho,Slow Love Feat. Ms. Sancha,760.0,750.0
4197,Marisela,Decidete,480.0,770.0
4198,Pennywise,Yell Out,950.0,610.0
4199,Jesus Jones,All The Answers,890.0,540.0
4200,The Jam,Start!,330.0,900.0
4201,Vulgar Pigeons,O.R.P.,1000.0,30.0
4202,WHY?,Sanddollars,750.0,390.0
4203,John Berry,Ninety Miles An Hour,580.0,580.0
4204,Captain Hollywood Project,Find Another Way - Single Mix,750.0,820.0
4205,Peret,Clavo y Martillo,750.0,930.0
4206,Tullycraft,Loveless,500.0,860.0
4207,Various Artists,Juno,970.0,220.0
4208,Aisha Duo,Beneath an Evening Sky,30.0,230.0
4209,Bob Wills & His Texas Playboys,My Window Faces the South,720.0,840.0
4210,Danielle Bollinger,When The Broken Hearted Love Again - Josh Harris Club Mix,860.0,770.0
4211,H-Town,Sex Dance,710.0,610.0
4212,Mighty Diamonds,Searching,530.0,800.0
4213,Hatiras,Final Flash,940.0,130.0
4214,Madonna,Celebration - Felguk Love Remix,740.0,480.0
4215,Susana Seivane,Xoaniña,570.0,240.0
4216,Orquesta Aragón,Fefita,370.0,620.0
4217,The Del McCoury Band,She Can't Burn Me Now,740.0,860.0
4218,Monty Are I,O Brother,900.0,470.0
4219,Various Artists,Asha,750.0,210.0
4220,Wendo Kolosoy,Soki olingi ngai,560.0,840.0
4221,Zbigniew Preisner,Colin Tries Standing,110.0,140.0
4222,Cabas,Likua,730.0,740.0
4223,Caspian,The Dropsonde,360.0,30.0
4224,Kanye West,Gone,680.0,330.0
4225,Marco Beltrami,Nomad's Alive,130.0,30.0
4226,Michael Gettel,Memory In The Snow,370.0,260.0
4227,Sonny Terry,My Baby Likes to Shuffle,540.0,830.0
4228,Mr.De',Mr. De's Theme,630.0,860.0
4229,Al Rapone,Chere Duloone,690.0,920.0
4230,Lizzy Borden,The Darker Side,810.0,380.0
4231,Eric Champion,Why Do We Do,710.0,740.0
4232,Various Artists,Memphis Til Monday,700.0,850.0
4233,Gerald Veasley,On The Fast Track,660.0,770.0
4234,The Laurie Berkner Band,Zodiac,280.0,580.0
4235,AES DANA,And The Beat Goes Om,650.0,150.0
4236,Bonita,Dans un grand mur,660.0,920.0
4237,Ebba Forsberg,Halleluja - Hallelujah,140.0,160.0
4238,Steve Vai,Fever Dream,920.0,520.0
4239,Zachary Richard,See You Later Alligator,830.0,930.0
4240,Various Artists,Love Makin' Mama (Take 2),210.0,740.0
4241,Dominic,Simple Plan,930.0,410.0
4242,Georges Delerue,"Theme - From ""Platoon""",160.0,30.0
4243,Tunsi,The Paper Remix,760.0,730.0
4244,Eric Burdon,Feeling Blue,670.0,660.0
4245,Dub Wiser,Atom X,920.0,900.0
4246,Pat Metheny Group,Letter from Home,90.0,140.0
4247,Gregory Isaacs,Out Deh,150.0,920.0
4248,When Dinosaurs Ruled The Earth,Glee Club,280.0,370.0
4249,Raphael,Cierro mis ojos,660.0,530.0
4250,Jimmy Burns,Rollin' And Tumblin',610.0,960.0
4251,Ray Kane,Keiki Slack Key - Instrumental,230.0,120.0
4252,Various Artists,Eastern Magic,730.0,480.0
4253,Tam Tam Go!,Belleza Pasajera,430.0,490.0
4254,Blind Boy Fuller,Precious Lord,180.0,680.0
4255,Carpenters,An Old Fashioned Christmas,100.0,70.0
4256,Bobby Vee,The Story Of My Life - 2010 Remaster,500.0,740.0
4257,Stephan Micus,For Abai And Togshan,120.0,40.0
4258,fIREHOSE,Towin' the Line,580.0,760.0
4259,Various Artists,En souplesse,430.0,960.0
4260,Pepe Kalle,Roger Milla,890.0,830.0
4261,Various Artists,O Raaje,880.0,400.0
4262,Jaguares,Esta Muy Claro,690.0,590.0
4263,fIREHOSE,Things Could Turn Around,420.0,440.0
4264,3 Doors Down,Be Like That,700.0,310.0
4265,Christophe Beck,Why Jack Called,20.0,40.0
4266,Cali,Un Nuovo Giorno,830.0,720.0
4267,Nicho Hinojosa,Tus Viejas Cartas,380.0,470.0
4268,Pacha Massive,Drive,790.0,680.0
4269,Kuldeep Paras,Ek Pegh,880.0,930.0
4270,Jets,Alligator Come Across - Live,680.0,470.0
4271,Martina McBride,Thanks A Lot,540.0,820.0
4272,Keira Green,My Heart Goes Up,990.0,700.0
4273,Festival,Festival Resurrection (Outro),610.0,630.0
4274,L.A. Dream Team,Rockberry Jam,730.0,890.0
4275,Igor Stravinsky,Tango,160.0,300.0
